StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q38,Q39,Q37,Q40,Q36,Q3,Q4,Q5,Q6,Q7,8B,9B,10B,11B,12B,13B,14B,15B,16B,17B,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,SC0
7/24/20 22:55,7/24/20 22:57,IP Address,198.228.83.184,100,93,True,7/24/20 22:57,R_1QJZYwIruz9pA9y,,,,,37.75100708,-97.8219986,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,< $60000,21-40,Democrat,High school graduate,Other,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,5
7/24/20 22:55,7/24/20 22:59,IP Address,76.105.152.14,100,186,True,7/24/20 22:59,R_bqgkfc4W8vrKEed,,,,,45.36419678,-122.6443024,anonymous,EN,0.9,Female,Yes,No,Yes,Single,English,< $60000,41-60,Other,Some college,Caucasian,Yes,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,No,No,No,7
7/24/20 22:50,7/24/20 22:59,IP Address,47.41.79.5,100,548,True,7/24/20 22:59,R_2duX0YZaQOzWvrh,,,,,44.04840088,-92.49479675,anonymous,EN,0.9,Male,No,No,No,Divorced,English,> $250000,41-60,Republican,Graduate degree,Black / African,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,,,,,,,,,,,5
7/24/20 22:57,7/24/20 22:59,IP Address,170.253.146.6,100,146,True,7/24/20 22:59,R_3hEBMflaEaZi4ml,,,,,33.44740295,-88.82050323,anonymous,EN,0.3,Male,Yes,Yes,Yes,Single,English,< $60000,21-40,Republican,Graduate degree,Asian,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5
7/24/20 22:59,7/24/20 23:01,IP Address,67.234.253.255,100,142,True,7/24/20 23:01,R_2TMlxqOFV26EGEK,,,,,33.33799744,-111.7434998,anonymous,EN,,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,41-60,Democrat,College degree,Caucasian,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,,,,,,,,4
7/24/20 22:59,7/24/20 23:01,IP Address,73.83.141.178,100,139,True,7/24/20 23:01,R_1Nh3RDTjcTN2j9l,,,,,48.05889893,-122.1578979,anonymous,EN,0.7,Male,Yes,Yes,Yes,Married,English,< $60000,41-60,Republican,College degree,Hispanic / Latinx,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,5
7/24/20 23:00,7/24/20 23:01,IP Address,73.55.251.79,100,112,True,7/24/20 23:01,R_3nNrqK5emRvCF8A,,,,,29.78050232,-95.51290131,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,$150000 - $250000,21-40,Democrat,College degree,Native American,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,5
7/24/20 22:58,7/24/20 23:02,IP Address,38.68.50.40,100,192,True,7/24/20 23:02,R_1KqyP3szEupGaou,,,,,37.75100708,-97.8219986,anonymous,EN,0.9,Female,Yes,Yes,Yes,Married,English,$150000 - $250000,21-40,Republican,Graduate degree,Caucasian,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,,,,,,,,,,,8
7/24/20 22:58,7/24/20 23:02,IP Address,71.46.244.133,100,193,True,7/24/20 23:02,R_2trHD5XbQPAxYRO,,,,,28.62249756,-81.43170166,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Republican,College degree,Black / African,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5
7/24/20 22:59,7/24/20 23:02,IP Address,38.68.49.49,100,167,True,7/24/20 23:02,R_1LMPpAQMtlWqatB,,,,,37.75100708,-97.8219986,anonymous,EN,0.9,Female,Yes,Yes,Yes,Married,English,$60000 - $150000,21-40,Republican,Graduate degree,Caucasian,Yes,,,,,,,,,,,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,7
7/24/20 22:58,7/24/20 23:02,IP Address,117.242.69.152,100,228,True,7/24/20 23:02,R_3lXK6iAOBBhvjix,,,,,10.18969727,78.41720581,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,$60000 - $150000,41-60,Republican,College degree,Asian,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,7
7/24/20 22:58,7/24/20 23:02,IP Address,47.198.205.164,100,232,True,7/24/20 23:02,R_OHZkORjm6iXtpRL,,,,,28.04750061,-82.6147995,anonymous,EN,0.7,Male,Yes,Yes,Yes,Married,English,< $60000,21-40,Republican,College degree,Hispanic / Latinx,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,8
7/24/20 22:58,7/24/20 23:02,IP Address,173.174.123.75,100,240,True,7/24/20 23:02,R_3iCkmEESjmvIsjp,,,,,30.44270325,-97.68049622,anonymous,EN,0.9,Male,Yes,Yes,Yes,Married,English,< $60000,41-60,Republican,Graduate degree,Black / African,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5
